proj_name,countries,max_country,world_region
1991_may_21_698871468289877875_pakistan--third-on-farm-water-management-project-_-credit-2245--loan-agreement--conformed.txt,"[['pakistan', 'united states'], [5, 3]]",pakistan,asia (ex. near east)
2016_january_20_970931468283749399_official-documents-loan-agreement-for-loan-8576-ph-closing-package.txt,"[['philippines', 'united states'], [4, 1]]",philippines,asia (ex. near east)
1994_march_10_893481468050043459_indonesia--second-highway-sector-investment-project-_-loan-3712--loan-agreement--conformed.txt,"[['indonesia', 'united states'], [5, 1]]",indonesia,asia (ex. near east)
1998_may_29_174761468024555334_china--yangzhou-thermal-power-project-_-loan-3718--loan-agreement--1--conformed.txt,"[['china', 'united states'], [5, 1]]",china,asia (ex. near east)
1993_december_23_942771468204579908_algeria--emergency-desert-locust-control-project-_-loan-3690--loan-agreement--conformed.txt,"[['algeria', 'united states'], [4, 1]]",algeria,northern africa
1994_january_6_364051468038997570_korea--environmental-technology-development-project-_-loan-3694--loan-agreement--conformed.txt,"[['united states'], [1]]",united states,northern america
1992_january_21_157381468321580517_zimbabwe--structural-adjustment-loan-_-loan-3434--loan-agreement--conformed.txt,"[['united states', 'zimbabwe'], [1, 9]]",zimbabwe,sub-saharan africa
"2014_august_22_260441468115473766_official-documents-loan-agreement,-loan-8412-tr-closing-package.txt","[['iran', 'turkey', 'united states'], [1, 8, 1]]",turkey,near east
2014_october_22_504701468209033152_official-documents-loan-agreement-for-additional-financing-loan-8381-az-closing-package.txt,"[['azerbaijan', 'united states'], [9, 1]]",azerbaijan,c.w. of ind. states
2017_march_20_139871490819318539_official-documents-loan-agreement-for-loan-8698-al-closing-package.txt,"[['albania', 'iran', 'united states'], [10, 2, 1]]",albania,eastern europe
1995_june_20_988951468250492362_india--second-madras-water-supply-project-_-loan-3907--loan-agreement--2--conformed.txt,"[['india'], [2]]",india,asia (ex. near east)
1994_december_22_258821468015658811_chile--third-road-sector-project-_-loan-3833--loan-agreement--conformed.txt,"[['chile', 'united states'], [8, 1]]",chile,latin amer. & carib
1994_december_1_761091468001463495_algeria--mascara-emergency-reconstruction-project-_-loan-3813--loan-agreement--conformed.txt,"[['algeria', 'united states'], [5, 1]]",algeria,northern africa
1995_may_4_130651468099549753_st.-lucia--solid-waste-management-project-_-loan-3881--loan-agreement--conformed.txt,"[['dominica', 'grenada', 'united states'], [1, 1, 1]]",dominica,latin amer. & carib
1994_june_7_410701468041433479_indonesia--semarang-surakarta-urban-development-project-_-loan-3749--loan-agreement--conformed.txt,"[['indonesia', 'peru', 'united states'], [6, 2, 2]]",indonesia,asia (ex. near east)
2019_october_11_757571572880027851_official-documents-loan-agreement-for-loan-8940-in-closing-package.txt,"[['india', 'united states'], [7, 3]]",india,asia (ex. near east)
1994_november_17_938151468296978711_poland--kotowice-heat-supply-and-conservation-project-_-loan-3809--loan-agreement--conformed.txt,"[['poland', 'united states'], [3, 1]]",poland,eastern europe
1994_march_17_209441468240578246_china--sichuan-gas-development-and-conservation-project-_-loan-3716--loan-agreement--conformed.txt,"[['china', 'japan', 'united states'], [10, 2, 1]]",china,asia (ex. near east)
1995_november_28_181301468010196950_argentina--enterprise-export-development-project-_-loan-3960--loan-agreement--conformed.txt,"[['argentina', 'united states'], [2, 1]]",argentina,latin amer. & carib
"2016_april_27_348341468227651339_official-documents-loan-agreement,-l8575-br-closing-package.txt","[['brazil', 'united states'], [4, 1]]",brazil,latin amer. & carib
2019_april_12_904511555358924782_official-documents-loan-agreement-for-loan-8917-ao-closing-package.txt,"[['angola', 'lesotho', 'malawi', 'mozambique', 'namibia', 'south africa', 'united states', 'zambia'], [4, 2, 2, 2, 1, 4, 1, 2]]",angola,sub-saharan africa
2010_october_7_789711468115744714_loan-agreement-for-loan-7930-tn-conformed.txt,"[[], []]",None,None
1995_november_9_668671468028495929_dominican-republic--second-basic-education-development-project-_-loan-3951--loan-agreement--conformed.txt,"[['dominica', 'dominican republic', 'united states'], [6, 3, 1]]",dominica,latin amer. & carib
2019_october_10_597331571675078725_official-documents-loan-agreement-for-second-additional-financing-loan-8957-am-closing-package.txt,"[['armenia', 'united states'], [4, 1]]",armenia,c.w. of ind. states
1995_february_28_436441468260637740_indonesia--second-rural-electrificaion-project-_-loan-3845--loan-agreement--conformed.txt,"[['indonesia', 'peru', 'united states'], [5, 4, 1]]",indonesia,asia (ex. near east)
1995_november_9_836351468100160322_pakistan--telecommunications-regulation-and-privatization-support-project-_-loan-3950--loan-agreement--conformed.txt,"[['pakistan', 'united states'], [11, 2]]",pakistan,asia (ex. near east)
2013_may_6_897261468113671070_official-documents-loan-agreement-for-loan-8244-tr-closing-package.txt,"[['turkey'], [6]]",turkey,near east
1995_october_10_554031468057564749_loan-agreement-for-loan-3939-ph-conformed.txt,"[['philippines', 'united states'], [17, 1]]",philippines,asia (ex. near east)
1992_may_12_329401468050034439_india--second-national-highway-project-_-loan-3470--loan-agreement--conformed.txt,"[['india', 'united states'], [5, 1]]",india,asia (ex. near east)
1994_october_25_910911468068332382_poland--debt-and-debt-service-reduction-loan-_-loan-3804--loan-agreement--conformed.txt,"[['poland', 'united states'], [7, 1]]",poland,eastern europe
1993_december_21_918591468071335214_panama--roads-rehabilitation-project-_-loan-3686--loan-agreement--conformed.txt,"[['panama', 'united states'], [10, 1]]",panama,latin amer. & carib
"2015_june_9_368071468273287688_official-documents-loan-agreement,-l8463-kz-closing-package.txt","[['kazakhstan', 'united states'], [9, 1]]",kazakhstan,c.w. of ind. states
